School Code,FCI,Sqft,System,"Total Cost by School, By System",Priority1 Count,Priority2 Count,Priority3 Count,Priority4 Count,Priority1 Cost,Priority2 Cost,Priority3 Cost,Priority4 Cost
CO-1420-9052,0.21217722,50510.75,Site,"$61,408.69 ",1,2,3,1,,"$29,707.13 ","$22,200.00 ","$9,501.56 "
CO-1420-9052,0.21217722,50510.75,Specialties,"$98,638.03 ",,2,1,4,,,"$38,850.00 ","$59,788.03 "
CO-1420-9429,0.188720906,53379.42,Electrical,"$108,318.99 ",,,,1,,"$11,166.43 ","$95,225.80 ","$1,926.76 "
CO-1420-9429,0.188720906,53379.42,Exterior,"$107,512.40 ",,5,2,7,,"$55,368.09 ","$3,721.32 ","$48,423.00 "
CO-1420-9429,0.188720906,53379.42,Fire and Life Safety,"$2,686.95 ",,5,1,,"$2,686.95 ",,,
CO-1420-9429,0.188720906,53379.42,HVAC,"$1,297,682.49 ",1,,,2,,"$268,177.44 ","$946,059.95 ","$83,445.09 "
CO-1420-9429,0.188720906,53379.42,Interior,"$564,920.86 ",,6,2,18,,,"$129,037.50 ","$435,883.36 "
CO-1420-9429,0.188720906,53379.42,Plumbing,"$89,104.47 ",,,1,15,,"$23,310.00 ",,"$65,794.47 "
CO-1420-9429,0.188720906,53379.42,Roofing,"$850,054.87 ",,3,,,"$52,926.35 ",,"$797,128.52 ",
CO-1420-9429,0.188720906,53379.42,Site,"$722,100.03 ",5,,2,3,,,"$584,856.91 ","$137,243.12 "
CO-1420-9429,0.188720906,53379.42,Specialties,"$24,754.29 ",,,5,2,,,"$4,346.59 ","$20,407.69 "
CO-1420-0030,0.155940297,47737.1,Electrical,"$447,504.95 ",,,1,,,"$247,258.55 ","$200,246.40 ",
CO-1420-0030,0.155940297,47737.1,Exterior,"$34,725.47 ",,2,2,,,"$34,725.47 ",,
CO-1420-0030,0.155940297,47737.1,Fire and Life Safety,"$2,686.95 ",,2,,,"$2,686.95 ",,,
CO-1420-0030,0.155940297,47737.1,HVAC,"$905,830.13 ",1,,,2,"$166,500.00 ","$520,728.10 ","$169,042.92 ","$49,559.11 "
CO-1420-0030,0.155940297,47737.1,Interior,"$562,014.32 ",1,3,2,5,,,"$455,100.00 ","$106,914.32 "
CO-1420-0030,0.155940297,47737.1,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-0030,0.155940297,47737.1,Plumbing,"$102,806.32 ",,,1,10,,"$22,549.66 ","$14,021.66 ","$66,235.00 "
CO-1420-0030,0.155940297,47737.1,Roofing,"$1,984.74 ",,1,2,,,"$1,984.74 ",,
CO-1420-0030,0.155940297,47737.1,Site,"$722,016.68 ",,1,,4,,"$58,377.35 ","$530,937.70 ","$132,701.63 "
CO-1420-0030,0.155940297,47737.1,Specialties,"$88,048.53 ",,1,3,1,,,"$56,055.00 ","$31,993.53 "
CO-1420-0030,0.155940297,47737.1,Stairs and Elevators,"$78,384.79 ",,,,1,"$73,130.00 ",,,"$5,254.80 "
CO-1420-0030,0.155940297,47737.1,Structure,"$10,127.74 ",1,,,1,"$7,542.38 ",,,"$2,585.36 "
CO-1420-5350,0.095408068,47741.66,Electrical,"$196,520.43 ",1,,,,,,"$196,520.43 ",
CO-1420-5350,0.095408068,47741.66,Exterior,$537.74 ,,,2,,,,$537.74 ,
CO-1420-5350,0.095408068,47741.66,HVAC,"$243,774.46 ",,,1,2,,"$179,962.61 ","$57,872.35 ","$5,939.50 "
CO-1420-5350,0.095408068,47741.66,Interior,"$1,028,509.34 ",,1,1,8,,"$20,228.66 ","$281,314.76 ","$726,965.92 "
CO-1420-5350,0.095408068,47741.66,Other,"$2,775.00 ",,1,3,,,,"$2,775.00 ",
CO-1420-5350,0.095408068,47741.66,Plumbing,"$17,120.25 ",,,1,1,,,"$11,100.00 ","$6,020.25 "
CO-1420-5350,0.095408068,47741.66,Site,"$115,884.46 ",,,1,5,,"$2,575.32 ","$69,768.16 ","$43,540.97 "
CO-1420-5350,0.095408068,47741.66,Specialties,"$41,945.56 ",,1,3,1,,,,"$41,945.56 "
CO-1420-5350,0.095408068,47741.66,Stairs and Elevators,"$5,254.80 ",,,,1,,,,"$5,254.80 "
CO-1420-5454,0.071689192,88997.05,Electrical,"$591,100.34 ",,,,1,"$111,000.00 ",,"$444,478.44 ","$35,621.90 "
CO-1420-5454,0.071689192,88997.05,Exterior,"$172,723.58 ",1,,3,,,"$172,723.58 ",,
CO-1420-5454,0.071689192,88997.05,Interior,"$984,946.50 ",,1,,8,,,"$532,526.82 ","$452,419.68 "
CO-1420-5454,0.071689192,88997.05,Other,"$4,996.75 ",,,3,,$1.75 ,,"$4,995.00 ",
CO-1420-5454,0.071689192,88997.05,Plumbing,"$33,455.56 ",1,,1,1,,,,"$33,455.56 "
CO-1420-5454,0.071689192,88997.05,Site,"$316,889.98 ",,,,1,,,"$276,280.51 ","$40,609.47 "
CO-1420-5454,0.071689192,88997.05,Specialties,"$710,618.51 ",,,6,8,,,"$411,976.29 ","$298,642.23 "
CO-1420-5454,0.071689192,88997.05,Stairs and Elevators,"$8,407.68 ",,,1,1,,,,"$8,407.68 "
CO-1420-7529,0.053763225,50544.85,Electrical,"$111,000.00 ",,,,,"$111,000.00 ",,,
CO-1420-7529,0.053763225,50544.85,Exterior,"$6,988.88 ",1,,,1,,,,"$6,988.88 "
CO-1420-7529,0.053763225,50544.85,HVAC,"$269,575.54 ",,,,,,"$255,300.00 ","$14,275.54 ",
CO-1420-7529,0.053763225,50544.85,Interior,"$462,435.39 ",,2,1,2,,"$61,875.26 ","$359,362.50 ","$41,197.63 "
CO-1420-7529,0.053763225,50544.85,Other,"$2,775.00 ",,1,4,,,,"$2,775.00 ",
CO-1420-7529,0.053763225,50544.85,Plumbing,"$11,100.00 ",,,1,,,,"$11,100.00 ",
CO-1420-7529,0.053763225,50544.85,Site,"$77,529.57 ",,,1,2,,,"$13,289.65 ","$64,239.92 "
CO-1420-7529,0.053763225,50544.85,Specialties,"$216,847.42 ",,,2,5,,,,"$216,847.42 "
CO-1420-7753,0.212416662,53755.78,Electrical,"$714,431.00 ",,,,1,"$111,000.00 ","$377,400.00 ","$221,516.07 ","$4,514.93 "
CO-1420-7753,0.212416662,53755.78,Exterior,"$5,550.00 ",1,2,2,1,,,,"$5,550.00 "
CO-1420-7753,0.212416662,53755.78,HVAC,"$882,450.00 ",,,,,"$166,500.00 ","$715,950.00 ",,
CO-1420-7753,0.212416662,53755.78,Interior,"$1,444,387.50 ",1,1,,6,,,"$215,062.50 ","$1,229,325.00 "
CO-1420-7753,0.212416662,53755.78,Other,"$2,775.00 ",,,2,,,,"$2,775.00 ",
CO-1420-7753,0.212416662,53755.78,Plumbing,"$102,886.27 ",,,1,,"$11,100.00 ","$72,804.07 ","$18,982.20 ",
CO-1420-7753,0.212416662,53755.78,Roofing,"$791,934.77 ",1,3,2,1,,,"$775,284.77 ","$16,650.00 "
CO-1420-7753,0.212416662,53755.78,Site,"$228,292.04 ",,,1,2,,,"$205,351.11 ","$22,940.93 "
CO-1420-7753,0.212416662,53755.78,Specialties,"$173,636.06 ",,,4,4,,,"$74,513.06 ","$99,123.00 "
CO-1420-8209,0.140098009,204569.2,Electrical,"$1,087,362.40 ",,,1,1,"$160,950.00 ",,"$917,917.14 ","$8,495.26 "
CO-1420-8209,0.140098009,204569.2,Exterior,"$128,426.67 ",2,,2,3,,"$111,000.00 ",,"$17,426.67 "
CO-1420-8209,0.140098009,204569.2,HVAC,"$4,861,237.91 ",,1,,3,"$803,917.50 ","$3,899,249.04 ",,"$158,071.37 "
CO-1420-8209,0.140098009,204569.2,Interior,"$2,321,939.99 ",1,6,,12,,,"$861,301.34 ","$1,460,638.65 "
CO-1420-8209,0.140098009,204569.2,Other,$1.75 ,,,3,,$1.75 ,,,
CO-1420-8209,0.140098009,204569.2,Plumbing,"$188,805.99 ",1,,,5,,"$83,122.63 ","$4,715.06 ","$100,968.31 "
CO-1420-8209,0.140098009,204569.2,Roofing,"$622,910.98 ",,2,1,1,"$277,500.00 ","$236,065.73 ",,"$109,345.25 "
CO-1420-8209,0.140098009,204569.2,Site,"$1,780,498.75 ",1,2,,3,"$1,902.24 ",,"$1,601,593.96 ","$177,002.55 "
CO-1420-8209,0.140098009,204569.2,Specialties,"$635,371.41 ",1,,6,7,"$7,847.17 ","$11,100.00 ",$63.27 ,"$616,360.98 "
CO-1420-8209,0.140098009,204569.2,Stairs and Elevators,"$177,542.16 ",1,1,1,1,,,,"$177,542.16 "
CO-1420-8209,0.140098009,204569.2,Structure,"$18,101.74 ",,,,,"$18,101.74 ",,,
CO-1420-9299,0.043933017,118666.78,Electrical,"$977,982.79 ",1,,,1,"$22,200.00 ","$183,150.00 ","$724,597.44 ","$48,035.35 "
CO-1420-9299,0.043933017,118666.78,HVAC,"$145,654.99 ",1,1,3,,"$145,654.99 ",,,
CO-1420-9299,0.043933017,118666.78,Interior,"$329,477.19 ",1,,,,,,"$329,477.19 ",
CO-1420-9299,0.043933017,118666.78,Other,"$4,996.75 ",,,2,,$1.75 ,,"$4,995.00 ",
CO-1420-9299,0.043933017,118666.78,Plumbing,"$2,636.16 ",1,,1,1,,,,"$2,636.16 "
CO-1420-9299,0.043933017,118666.78,Site,"$583,628.89 ",,,,2,,,"$557,684.67 ","$25,944.22 "
CO-1420-9299,0.043933017,118666.78,Specialties,"$100,861.24 ",,,3,,,,"$100,861.24 ",
CO-1420-9678,0.199497574,44341.28,Electrical,"$172,050.00 ",,,1,,,"$172,050.00 ",,
CO-1420-9678,0.199497574,44341.28,Exterior,"$35,373.56 ",,2,,1,,"$8,582.84 ",,"$26,790.72 "
CO-1420-9678,0.199497574,44341.28,HVAC,"$1,164,999.22 ",,1,,,"$166,500.00 ","$764,918.14 ","$233,581.09 ",
CO-1420-9678,0.199497574,44341.28,Interior,"$714,676.77 ",1,5,2,3,,,"$377,400.00 ","$337,276.77 "
CO-1420-9678,0.199497574,44341.28,Plumbing,"$16,070.92 ",,,3,,,"$16,070.92 ",,
CO-1420-9678,0.199497574,44341.28,Site,"$1,197,495.41 ",,1,,2,,,"$1,103,504.30 ","$93,991.10 "
CO-1420-9678,0.199497574,44341.28,Specialties,"$259,085.21 ",,,8,5,,,,"$259,085.21 "
CO-1420-9678,0.199497574,44341.28,Structure,"$12,414.46 ",,,,,,,"$12,414.46 ",
CO-1420-2820,0.087723171,103697.89,Electrical,"$226,147.64 ",,,1,1,,"$158,891.12 ","$57,384.50 ","$9,872.02 "
CO-1420-2820,0.087723171,103697.89,Exterior,"$111,000.00 ",,2,2,,,"$111,000.00 ",,
CO-1420-2820,0.087723171,103697.89,Fire and Life Safety,"$7,770.00 ",,1,,,"$7,770.00 ",,,
CO-1420-2820,0.087723171,103697.89,HVAC,"$731,304.46 ",1,,,1,,"$381,027.32 ","$136,565.23 ","$213,711.91 "
CO-1420-2820,0.087723171,103697.89,Interior,"$1,617,899.69 ",,5,2,10,,,"$435,573.34 ","$1,182,326.36 "
CO-1420-2820,0.087723171,103697.89,Other,"$4,995.00 ",,,2,,,,"$4,995.00 ",
CO-1420-2820,0.087723171,103697.89,Plumbing,"$19,928.78 ",,,1,,,"$7,770.00 ","$12,158.78 ",
CO-1420-2820,0.087723171,103697.89,Site,"$722,566.90 ",,1,2,5,,,"$429,451.26 ","$293,115.64 "
CO-1420-2820,0.087723171,103697.89,Specialties,"$188,064.72 ",,,5,6,,,,"$188,064.72 "
CO-1420-2820,0.087723171,103697.89,Stairs and Elevators,"$148,216.88 ",,,,1,,,"$41,691.58 ","$106,525.30 "
CO-1420-4802,0.205576997,35533.1,Electrical,"$6,480.92 ",,,1,,,"$6,480.92 ",,
CO-1420-4802,0.205576997,35533.1,Exterior,"$27,750.00 ",,1,,,,"$27,750.00 ",,
CO-1420-4802,0.205576997,35533.1,HVAC,"$1,139,590.57 ",,1,,1,"$222,000.00 ","$776,183.98 ","$134,916.98 ","$6,489.60 "
CO-1420-4802,0.205576997,35533.1,Interior,"$1,190,654.03 ",1,6,1,7,,,"$382,950.00 ","$807,704.03 "
CO-1420-4802,0.205576997,35533.1,Other,"$4,440.00 ",,,1,,,,"$4,440.00 ",
CO-1420-4802,0.205576997,35533.1,Plumbing,"$18,870.00 ",,,2,,"$7,770.00 ","$11,100.00 ",,
CO-1420-4802,0.205576997,35533.1,Roofing,"$404,040.00 ",1,1,,,"$404,040.00 ",,,
CO-1420-4802,0.205576997,35533.1,Site,"$249,727.82 ",1,,,1,,,"$222,000.00 ","$27,727.82 "
CO-1420-4802,0.205576997,35533.1,Specialties,"$82,140.00 ",,,2,3,,,,"$82,140.00 "
CO-1420-5524,0.164058546,49216.66,Electrical,"$251,473.28 ",,,,,,"$54,296.38 ","$197,176.89 ",
CO-1420-5524,0.164058546,49216.66,Exterior,"$163,790.21 ",,4,4,3,,"$137,193.48 ","$24,347.24 ","$2,249.49 "
CO-1420-5524,0.164058546,49216.66,HVAC,"$1,864,516.37 ",,7,1,,"$166,500.00 ","$1,698,016.37 ",,
CO-1420-5524,0.164058546,49216.66,Interior,"$622,786.80 ",1,7,,14,,,"$146,437.19 ","$476,349.61 "
CO-1420-5524,0.164058546,49216.66,Other,"$4,440.00 ",,,3,,,,"$4,440.00 ",
CO-1420-5524,0.164058546,49216.66,Plumbing,"$66,263.26 ",,,2,5,,"$18,870.00 ","$5,853.85 ","$41,539.41 "
CO-1420-5524,0.164058546,49216.66,Site,"$268,772.94 ",,2,1,2,,,"$258,679.98 ","$10,092.95 "
CO-1420-5524,0.164058546,49216.66,Specialties,"$79,431.87 ",,,6,4,,,"$66,858.23 ","$12,573.64 "
CO-1420-5524,0.164058546,49216.66,Stairs and Elevators,"$39,428.51 ",,,4,6,,,,"$39,428.51 "
CO-1420-9154,0.120638185,33138,Electrical,"$234,410.09 ",,,,,,"$234,410.09 ",,
CO-1420-9154,0.120638185,33138,Fire and Life Safety,"$19,336.95 ",,4,,,"$2,686.95 ","$16,650.00 ",,
CO-1420-9154,0.120638185,33138,HVAC,"$111,000.00 ",1,1,,,,"$111,000.00 ",,
CO-1420-9154,0.120638185,33138,Interior,"$714,840.00 ",,1,,7,,,"$516,150.00 ","$198,690.00 "
CO-1420-9154,0.120638185,33138,Other,"$4,440.00 ",,,2,,,,"$4,440.00 ",
CO-1420-9154,0.120638185,33138,Plumbing,"$144,300.00 ",,,2,1,"$16,650.00 ","$7,770.00 ","$111,000.00 ","$8,880.00 "
CO-1420-9154,0.120638185,33138,Site,"$446,525.35 ",1,1,1,1,,"$2,775.00 ","$440,975.35 ","$2,775.00 "
CO-1420-9154,0.120638185,33138,Specialties,"$85,631.36 ",,1,4,6,,,,"$85,631.36 "
CO-1420-6848,0.154111883,36876.64,Electrical,"$151,996.42 ",,,,,,,"$151,996.42 ",
CO-1420-6848,0.154111883,36876.64,Exterior,"$60,858.27 ",,,4,6,,"$40,361.23 ","$2,679.95 ","$17,817.09 "
CO-1420-6848,0.154111883,36876.64,Fire and Life Safety,"$11,100.00 ",,3,1,,"$11,100.00 ",,,
CO-1420-6848,0.154111883,36876.64,HVAC,"$447,125.95 ",1,,,,,"$336,366.76 ","$110,759.19 ",
CO-1420-6848,0.154111883,36876.64,Interior,"$954,479.37 ",,4,2,11,,"$83,250.00 ","$312,669.60 ","$558,559.77 "
CO-1420-6848,0.154111883,36876.64,Other,"$4,440.00 ",,1,2,,,,"$4,440.00 ",
CO-1420-6848,0.154111883,36876.64,Plumbing,"$38,417.51 ",,,2,2,,"$16,912.24 ",,"$21,505.27 "
CO-1420-6848,0.154111883,36876.64,Roofing,"$288,916.64 ",,1,,,"$134,547.24 ",,"$154,369.40 ",
CO-1420-6848,0.154111883,36876.64,Site,"$661,958.88 ",2,,2,4,,,"$602,847.08 ","$59,111.80 "
CO-1420-6848,0.154111883,36876.64,Specialties,"$11,514.03 ",,,8,3,,,,"$11,514.03 "
CO-1420-6848,0.154111883,36876.64,Stairs and Elevators,"$21,895.01 ",,,,3,,,,"$21,895.01 "
CO-1420-6848,0.154111883,36876.64,Structure,"$2,484.47 ",,,,1,,,,"$2,484.47 "
CO-1420-8223,0.072718451,111703.43,Exterior,"$4,790.63 ",,,,,,,"$4,790.63 ",
CO-1420-8223,0.072718451,111703.43,Fire and Life Safety,"$2,686.95 ",,,1,,"$2,686.95 ",,,
CO-1420-8223,0.072718451,111703.43,HVAC,"$450,309.17 ",1,,,1,"$166,500.00 ","$119,778.86 ","$161,422.18 ","$2,608.13 "
CO-1420-8223,0.072718451,111703.43,Interior,"$820,667.64 ",1,2,1,5,,,"$104,062.50 ","$716,605.14 "
CO-1420-8223,0.072718451,111703.43,Other,"$4,995.00 ",,,1,,,,"$4,995.00 ",
CO-1420-8223,0.072718451,111703.43,Plumbing,"$19,913.66 ",,,1,1,,"$8,363.89 ",,"$11,549.76 "
CO-1420-8223,0.072718451,111703.43,Roofing,"$1,205,894.04 ",,1,,,,,"$1,205,894.04 ",
CO-1420-8223,0.072718451,111703.43,Site,"$247,563.42 ",,,3,3,,,"$169,872.18 ","$77,691.24 "
CO-1420-8223,0.072718451,111703.43,Specialties,"$211,996.67 ",,,4,3,"$125,948.79 ",,,"$86,047.88 "
CO-1420-8276,0.163181395,42339.35,Electrical,"$321,491.40 ",1,,,2,"$27,750.00 ","$167,603.07 ","$86,338.12 ","$39,800.20 "
CO-1420-8276,0.163181395,42339.35,Exterior,"$16,650.00 ",1,6,4,1,,,,"$16,650.00 "
CO-1420-8276,0.163181395,42339.35,Fire and Life Safety,"$2,686.95 ",,,,,"$2,686.95 ",,,
CO-1420-8276,0.163181395,42339.35,HVAC,"$903,656.51 ",1,,,,,"$649,455.04 ","$254,201.47 ",
CO-1420-8276,0.163181395,42339.35,Interior,"$506,228.59 ",,2,3,4,,,"$166,500.00 ","$339,728.59 "
CO-1420-8276,0.163181395,42339.35,Other,"$4,440.00 ",,,1,,,,"$4,440.00 ",
CO-1420-8276,0.163181395,42339.35,Plumbing,"$176,065.59 ",,,2,1,,"$52,170.00 ","$62,845.59 ","$61,050.00 "
CO-1420-8276,0.163181395,42339.35,Roofing,"$15,046.24 ",,2,3,,"$15,046.24 ",,,
CO-1420-8276,0.163181395,42339.35,Site,"$440,572.46 ",1,,,5,"$135,223.51 ",,"$115,796.33 ","$189,552.62 "
CO-1420-8276,0.163181395,42339.35,Specialties,"$169,221.96 ",2,,5,7,,,,"$169,221.96 "
CO-1420-8276,0.163181395,42339.35,Structure,"$26,274.00 ",,,,,"$26,274.00 ",,,
CO-1420-9510,0.120293201,211306.62,Electrical,"$1,196,683.30 ",1,,,,,"$316,988.07 ","$879,695.22 ",
CO-1420-9510,0.120293201,211306.62,Exterior,"$1,109,388.35 ",,2,9,6,"$277,628.57 ","$667,417.88 ","$23,306.23 ","$141,035.67 "
CO-1420-9510,0.120293201,211306.62,HVAC,"$11,529,616.93 ",2,10,2,2,"$9,497,715.00 ","$378,721.91 ","$1,579,555.91 ","$73,624.11 "
CO-1420-9510,0.120293201,211306.62,Interior,"$3,006,182.91 ",,2,2,10,,"$32,032.38 ","$1,206,521.23 ","$1,767,629.30 "
CO-1420-9510,0.120293201,211306.62,Other,$1.75 ,,1,7,,$1.75 ,,,
CO-1420-9510,0.120293201,211306.62,Plumbing,"$118,063.46 ",1,,,,"$18,197.27 ","$66,301.92 ","$33,564.27 ",
CO-1420-9510,0.120293201,211306.62,Roofing,"$48,960.92 ",2,4,3,,,"$6,962.76 ","$41,998.16 ",
CO-1420-9510,0.120293201,211306.62,Site,"$702,907.90 ",,1,2,7,"$81,004.45 ","$145,100.49 ","$383,128.49 ","$93,674.48 "
CO-1420-9510,0.120293201,211306.62,Specialties,"$480,178.24 ",2,2,8,8,,,"$13,519.53 ","$466,658.71 "
CO-1420-9510,0.120293201,211306.62,Stairs and Elevators,"$389,103.74 ",,,2,3,,"$333,000.00 ",,"$56,103.74 "
CO-1420-9510,0.120293201,211306.62,Structure,"$138,010.09 ",,1,,,,"$127,875.79 ","$10,134.30 ",
CO-1420-9638,0.203769261,38596.03,Electrical,"$231,023.80 ",,2,1,,,"$53,423.80 ","$177,600.00 ",
CO-1420-9638,0.203769261,38596.03,Fire and Life Safety,"$2,686.95 ",,1,1,,"$2,686.95 ",,,
CO-1420-9638,0.203769261,38596.03,HVAC,"$1,146,916.09 ",1,,,1,"$222,000.00 ","$421,800.00 ","$497,090.02 ","$6,026.07 "
CO-1420-9638,0.203769261,38596.03,Interior,"$688,200.00 ",1,3,4,3,,,"$477,300.00 ","$210,900.00 "
CO-1420-9638,0.203769261,38596.03,Other,"$1,665.00 ",,,1,,,,"$1,665.00 ",
CO-1420-9638,0.203769261,38596.03,Plumbing,"$47,035.12 ",,,1,2,"$10,427.27 ",,"$27,750.00 ","$8,857.84 "
CO-1420-9638,0.203769261,38596.03,Site,"$638,227.82 ",1,,1,1,,,"$610,500.00 ","$27,727.82 "
CO-1420-9638,0.203769261,38596.03,Specialties,"$302,481.43 ",,,3,4,,,"$21,782.38 ","$280,699.04 "
CO-1420-9638,0.203769261,38596.03,Stairs and Elevators,"$7,409.27 ",,,1,1,,,,"$7,409.27 "
