NEWJeffCoFacilityID,UniqueID,SchoolName,SystemCategory,AssetType,PriorityScore,ConditionSource,Unit,UnitValue,ReplacementCost,Notes,
513,CO-1420-0952,Bradford K-8 North,modernization,Modernize gym / assembly space,,0.491666667,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Modernize kitchen,,,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Modernize cafeteria,,0.614583333,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Modernize multipurpose room,,Does not apply,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Heavily modernize restrooms,,0.666666667,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,0.640151515,,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Lightly modernize corridors,,0.6,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Lightly modernize entry lobby,,1,EA,,,,
513,CO-1420-0952,Bradford K-8 North,modernization,Lightly modernize library/media center,,,EA,,,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Electrical,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,EA,,83250,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,EA,,13320,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,EA,,339.46,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Interior,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Interior,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Interior,3,Deficiency Data Oct 25,EA,,113899.95,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Interior,4,Deficiency Data Oct 25,EA,,671298.33,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,927066.14,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,122100,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Other,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Other,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Other,3,Deficiency Data Oct 25,EA,,2775,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Other,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,2837.59,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Educational Technology,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Educational Technology,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Educational Technology,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Educational Technology,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Site,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Site,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Site,3,Deficiency Data Oct 25,EA,,49395,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Site,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Specialties,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Specialties,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Specialties,3,Deficiency Data Oct 25,EA,,26159.95,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Specialties,4,Deficiency Data Oct 25,EA,,1502.87,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Stairs and Elevators,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Stairs and Elevators,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Stairs and Elevators,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Stairs and Elevators,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structural,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structural,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structural,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structural,4,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structure,1,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structure,2,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structure,3,Deficiency Data Oct 25,EA,,None,,
513,CO-1420-0952,Bradford K-8 North,08_site infrastructure,Structure,4,Deficiency Data Oct 25,EA,,15950.22,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,00_general,ADA compliance,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,01_new construction,Demolition,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,01_new construction,New Construction ES,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,01_new construction,New Construction HS,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,01_new construction,New Construction K-8,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,01_new construction,New Construction MS,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,02_gut & renovation,Gut & Major Renovation ES,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,02_gut & renovation,Gut & Major Renovation HS,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,02_gut & renovation,Gut & Major Renovation K-8,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,02_gut & renovation,Gut & Major Renovation MS,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New 2-story building,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New 3-story building,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New auditorium,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New gym and locker rooms,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New multipurpose room,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,03_addition,New cafeteria and kitchen,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Add shade structure(s),,0,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Campus landscaping upgrade,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Expand parking,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Furniture upgrades,,0.775,,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Improve drop-off / pick-up zone,,0.9,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,New outdoor classroom,,0,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Playground replacement (ages 2-5),,Does not apply,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Playground replacement (ages 5-12),,Does not apply,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Resurface asphalt,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Resurface concrete,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,04_campus upgrade,Upgrade artificial turf field,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize admin,,1,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize classrooms,,0.861581838,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize gym / assembly space,,0.532222222,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize kitchen,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize cafeteria,,0.710416667,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Modernize multipurpose room,,Does not apply,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Heavily modernize restrooms,,1,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,0.685606061,,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Lightly modernize corridors,,1,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Lightly modernize entry lobby,,0.925,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,modernization,Lightly modernize library/media center,,,EA,,,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Electrical,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,,,28823.61,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,,,8325,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Interior,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Interior,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Interior,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Interior,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,910124.16,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,1907572.12,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Other,1,Deficiency Data Oct 25,,,1.75,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Other,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Other,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Other,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,84669.53,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Educational Technology,1,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Educational Technology,2,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Educational Technology,3,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Educational Technology,4,Deficiency Data Oct 25,EA,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Site,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Site,2,Deficiency Data Oct 25,,,2627.53,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Site,3,Deficiency Data Oct 25,,,437221.94,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Site,4,Deficiency Data Oct 25,,,31609.09,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Specialties,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Specialties,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Specialties,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Specialties,4,Deficiency Data Oct 25,,,87448.62,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Stairs and Elevators,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Stairs and Elevators,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Stairs and Elevators,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Stairs and Elevators,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structural,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structural,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structural,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structural,4,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structure,1,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structure,2,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structure,3,Deficiency Data Oct 25,,,None,,
520,CO-1420-0108,Alameda Int'l Jr-Sr HS,08_site infrastructure,Structure,4,Deficiency Data Oct 25,,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,00_general,ADA compliance,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,01_new construction,Demolition,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,01_new construction,New Construction ES,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,01_new construction,New Construction HS,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,01_new construction,New Construction K-8,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,01_new construction,New Construction MS,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,02_gut & renovation,Gut & Major Renovation ES,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,02_gut & renovation,Gut & Major Renovation HS,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,02_gut & renovation,Gut & Major Renovation K-8,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,02_gut & renovation,Gut & Major Renovation MS,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New 2-story building,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New 3-story building,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New auditorium,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New gym and locker rooms,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New multipurpose room,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,03_addition,New cafeteria and kitchen,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Add shade structure(s),,0,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Campus landscaping upgrade,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Expand parking,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Furniture upgrades,,0.225,,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Improve drop-off / pick-up zone,,1,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,New outdoor classroom,,0,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Playground replacement (ages 2-5),,Does not apply,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Playground replacement (ages 5-12),,Does not apply,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Resurface asphalt,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Resurface concrete,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,04_campus upgrade,Upgrade artificial turf field,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize admin,,1,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize classrooms,,0.541041667,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize gym / assembly space,,0.300833333,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize kitchen,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize cafeteria,,0.78125,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Modernize multipurpose room,,Does not apply,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Heavily modernize restrooms,,0.333333333,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,0.784469697,,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Lightly modernize corridors,,1,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Lightly modernize entry lobby,,1,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,modernization,Lightly modernize library/media center,,,EA,,,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Electrical,1,Deficiency Data Oct 25,EA,,80522.62,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,EA,,716947.35,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,EA,,16289.87,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,EA,,6391.57,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,EA,,2686.95,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,EA,,8363.89,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Interior,1,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Interior,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Interior,3,Deficiency Data Oct 25,EA,,391275,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Interior,4,Deficiency Data Oct 25,EA,,131928.81,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,1372.45,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,42283.07,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Other,1,Deficiency Data Oct 25,EA,,1.75,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Other,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Other,3,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Other,4,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,8363.89,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,111390.81,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,12903.16,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,None,,
521,CO-1420-2120,D'Evelyn Jr-Sr HS,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
