NEWJeffCoFacilityID,UniqueID,SchoolName,SystemCategory,AssetType,PriorityScore,ConditionSource,Unit,UnitValue,ReplacementCost,Notes,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,EA,,85478.07,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,EA,,248922.04,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,EA,,39235.84,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,EA,,4117.31,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Interior,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Interior,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Interior,3,Deficiency Data Oct 25,EA,,104062.5,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Interior,4,Deficiency Data Oct 25,EA,,403515.61,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,166500,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,619119.72,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Other,1,Deficiency Data Oct 25,EA,,1.75,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Other,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Other,3,Deficiency Data Oct 25,EA,,2775,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Other,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,3848.09,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,518952.83,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Educational Technology,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Educational Technology,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Educational Technology,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Educational Technology,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Site,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Site,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Site,3,Deficiency Data Oct 25,EA,,122100,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Site,4,Deficiency Data Oct 25,EA,,182622.84,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Specialties,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Specialties,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Specialties,3,Deficiency Data Oct 25,EA,,39083.52,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Specialties,4,Deficiency Data Oct 25,EA,,76505.13,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Stairs and Elevators,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Stairs and Elevators,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Stairs and Elevators,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Stairs and Elevators,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structural,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structural,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structural,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structural,4,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structure,1,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structure,2,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structure,3,Deficiency Data Oct 25,EA,,None,,
156,CO-1420-8102,South Lakewood ES,08_site infrastructure,Structure,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,00_general,ADA compliance,,,EA,,,,
157,CO-1420-8223,Stevens ES,01_new construction,Demolition,,,EA,,,,
157,CO-1420-8223,Stevens ES,01_new construction,New Construction ES,,,EA,,,,
157,CO-1420-8223,Stevens ES,01_new construction,New Construction HS,,,EA,,,,
157,CO-1420-8223,Stevens ES,01_new construction,New Construction K-8,,,EA,,,,
157,CO-1420-8223,Stevens ES,01_new construction,New Construction MS,,,EA,,,,
157,CO-1420-8223,Stevens ES,02_gut & renovation,Gut & Major Renovation ES,,,EA,,32952385,,
157,CO-1420-8223,Stevens ES,02_gut & renovation,Gut & Major Renovation HS,,,EA,,,,
157,CO-1420-8223,Stevens ES,02_gut & renovation,Gut & Major Renovation K-8,,,EA,,,,
157,CO-1420-8223,Stevens ES,02_gut & renovation,Gut & Major Renovation MS,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New 2-story building,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New 3-story building,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New auditorium,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New gym and locker rooms,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New multipurpose room,,,EA,,,,
157,CO-1420-8223,Stevens ES,03_addition,New cafeteria and kitchen,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Add shade structure(s),,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Campus landscaping upgrade,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Expand parking,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,"Front of school branding, landscape upgrades",,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Furniture upgrades,,0.775,,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Improve drop-off / pick-up zone,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,New outdoor classroom,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Playground replacement (ages 2-5),,0,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Playground replacement (ages 5-12),,0,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Resurface asphalt,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Resurface concrete,,,EA,,,,
157,CO-1420-8223,Stevens ES,04_campus upgrade,Upgrade artificial turf field,,,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize admin,,0.8,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize classrooms,,0.723397222,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize gym / assembly space,,0.633333333,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize kitchen,,,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize cafeteria,,0.820833333,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Modernize multipurpose room,,Does not apply,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Heavily modernize restrooms,,1,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,,,,,
157,CO-1420-8223,Stevens ES,modernization,Lightly modernize corridors,,0.6,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Lightly modernize entry lobby,,1,EA,,,,
157,CO-1420-8223,Stevens ES,modernization,Lightly modernize library/media center,,,EA,,,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Electrical,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,EA,,4790.63,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,EA,,2686.95,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Interior,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Interior,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Interior,3,Deficiency Data Oct 25,EA,,104062.5,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Interior,4,Deficiency Data Oct 25,EA,,716605.14,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,166500,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,119778.86,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,161422.18,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,2608.13,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Other,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Other,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Other,3,Deficiency Data Oct 25,EA,,4995,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Other,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,8363.89,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,11549.76,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,1205894.04,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Educational Technology,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Educational Technology,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Educational Technology,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Educational Technology,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Site,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Site,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Site,3,Deficiency Data Oct 25,EA,,169872.18,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Site,4,Deficiency Data Oct 25,EA,,77691.24,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Specialties,1,Deficiency Data Oct 25,EA,,125948.79,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Specialties,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Specialties,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Specialties,4,Deficiency Data Oct 25,EA,,86047.88,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Stairs and Elevators,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Stairs and Elevators,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Stairs and Elevators,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Stairs and Elevators,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structural,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structural,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structural,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structural,4,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structure,1,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structure,2,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structure,3,Deficiency Data Oct 25,EA,,None,,
157,CO-1420-8223,Stevens ES,08_site infrastructure,Structure,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,00_general,ADA compliance,,,EA,,,,
158,CO-1420-8276,Stober ES,01_new construction,Demolition,,,EA,,,,
158,CO-1420-8276,Stober ES,01_new construction,New Construction ES,,,EA,,,,
158,CO-1420-8276,Stober ES,01_new construction,New Construction HS,,,EA,,,,
158,CO-1420-8276,Stober ES,01_new construction,New Construction K-8,,,EA,,,,
158,CO-1420-8276,Stober ES,01_new construction,New Construction MS,,,EA,,,,
158,CO-1420-8276,Stober ES,02_gut & renovation,Gut & Major Renovation ES,,,EA,,9626735,,
158,CO-1420-8276,Stober ES,02_gut & renovation,Gut & Major Renovation HS,,,EA,,,,
158,CO-1420-8276,Stober ES,02_gut & renovation,Gut & Major Renovation K-8,,,EA,,,,
158,CO-1420-8276,Stober ES,02_gut & renovation,Gut & Major Renovation MS,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New 2-story building,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New 3-story building,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New auditorium,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New gym and locker rooms,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New multipurpose room,,,EA,,,,
158,CO-1420-8276,Stober ES,03_addition,New cafeteria and kitchen,,,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Add shade structure(s),,0,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Campus landscaping upgrade,,,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Expand parking,,,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Furniture upgrades,,1,,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Improve drop-off / pick-up zone,,0.55,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,New outdoor classroom,,0,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Playground replacement (ages 2-5),,0.5,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Playground replacement (ages 5-12),,0.5,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Resurface asphalt,,,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Resurface concrete,,,EA,,,,
158,CO-1420-8276,Stober ES,04_campus upgrade,Upgrade artificial turf field,,,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize admin,,0.783333333,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize classrooms,,0.865100694,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize gym / assembly space,,0.533333333,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize kitchen,,,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize cafeteria,,0.739341085,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Modernize multipurpose room,,Does not apply,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Heavily modernize restrooms,,1,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Heavily modernize STEM / CTE / specialized labs (MS/HS),,Does not apply,,,,,
158,CO-1420-8276,Stober ES,modernization,Lightly modernize corridors,,1,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Lightly modernize entry lobby,,0.658333333,EA,,,,
158,CO-1420-8276,Stober ES,modernization,Lightly modernize library/media center,,,EA,,,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Electrical,1,Deficiency Data Oct 25,EA,,27750,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Electrical,2,Deficiency Data Oct 25,EA,,167603.07,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Electrical,3,Deficiency Data Oct 25,EA,,86338.12,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Electrical,4,Deficiency Data Oct 25,EA,,39800.2,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Exterior,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Exterior,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Exterior,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Exterior,4,Deficiency Data Oct 25,EA,,16650,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Fire and Life Safety,1,Deficiency Data Oct 25,EA,,2686.95,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Fire and Life Safety,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Fire and Life Safety,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Fire and Life Safety,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Interior,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Interior,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Interior,3,Deficiency Data Oct 25,EA,,166500,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Interior,4,Deficiency Data Oct 25,EA,,339728.59,,
158,CO-1420-8276,Stober ES,08_site infrastructure,HVAC,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,HVAC,2,Deficiency Data Oct 25,EA,,649455.04,,
158,CO-1420-8276,Stober ES,08_site infrastructure,HVAC,3,Deficiency Data Oct 25,EA,,254201.47,,
158,CO-1420-8276,Stober ES,08_site infrastructure,HVAC,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Other,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Other,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Other,3,Deficiency Data Oct 25,EA,,4440,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Other,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Plumbing,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Plumbing,2,Deficiency Data Oct 25,EA,,52170,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Plumbing,3,Deficiency Data Oct 25,EA,,62845.59,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Plumbing,4,Deficiency Data Oct 25,EA,,61050,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Roofing,1,Deficiency Data Oct 25,EA,,15046.24,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Roofing,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Roofing,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Roofing,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Educational Technology,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Educational Technology,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Educational Technology,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Educational Technology,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Site,1,Deficiency Data Oct 25,EA,,135223.51,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Site,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Site,3,Deficiency Data Oct 25,EA,,115796.33,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Site,4,Deficiency Data Oct 25,EA,,189552.62,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Specialties,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Specialties,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Specialties,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Specialties,4,Deficiency Data Oct 25,EA,,169221.96,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Stairs and Elevators,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Stairs and Elevators,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Stairs and Elevators,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Stairs and Elevators,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structural,1,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structural,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structural,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structural,4,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structure,1,Deficiency Data Oct 25,EA,,26274,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structure,2,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structure,3,Deficiency Data Oct 25,EA,,None,,
158,CO-1420-8276,Stober ES,08_site infrastructure,Structure,4,Deficiency Data Oct 25,EA,,None,,
159,CO-1420-8280,Stony Creek ES,00_general,ADA compliance,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,Demolition,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New Construction ES,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New Construction HS,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New Construction K-8,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,01_new construction,New Construction MS,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,02_gut & renovation,Gut & Major Renovation ES,,,EA,,13342850,,
159,CO-1420-8280,Stony Creek ES,02_gut & renovation,Gut & Major Renovation HS,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,02_gut & renovation,Gut & Major Renovation K-8,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,02_gut & renovation,Gut & Major Renovation MS,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New 2-story building,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New 3-story building,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New auditorium,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New gym and locker rooms,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New multipurpose room,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,03_addition,New cafeteria and kitchen,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Add shade structure(s),,1,EA,,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Campus landscaping upgrade,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Expand parking,,,EA,,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,"Front of school branding, landscape upgrades",,0.8375,EA,,,,
159,CO-1420-8280,Stony Creek ES,04_campus upgrade,Furniture upgrades,,0.675,,,,,
