OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
28755,CO-1420-3025,Foothills Elementary,Green Mountain,KGF,Home School,-105.1416889,39.7048886
28756,CO-1420-3025,Foothills Elementary,Green Mountain,03,Home School,-105.1416889,39.7048886
28757,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,05,Choice,-105.1422964,39.7047896
28758,CO-1420-2300,Dunstan Middle,Green Mountain,07,Home School,-105.1422964,39.7047896
28759,CO-1420-3628,Green Mountain High,Green Mountain,11,Home School,-105.1416124,39.7047986
28760,CO-1420-3628,Green Mountain High,Green Mountain,11,Home School,-105.1411219,39.7049156
28761,CO-1420-3628,Green Mountain High,Green Mountain,09,Home School,-105.1411219,39.7049156
28762,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1421119,39.7045646
28763,CO-1420-2300,Dunstan Middle,Green Mountain,07,Home School,-105.1422649,39.7041236
28764,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1422649,39.7041236
28765,CO-1420-3628,Green Mountain High,Green Mountain,09,Home School,-105.1411174,39.7043846
28766,CO-1420-3025,Foothills Elementary,Green Mountain,04,Home School,-105.1417744,39.7042496
28767,CO-1420-3628,Green Mountain High,Green Mountain,09,Home School,-105.1417744,39.7042496
28768,CO-1420-108,Alameda Intl Junior/Senior High,Alameda,12,Choice,-105.1417744,39.7042496
28769,CO-1420-3025,Foothills Elementary,Green Mountain,02,Home School,-105.1420894,39.7039796
28770,CO-1420-3628,Green Mountain High,Green Mountain,12,Home School,-105.1405819,39.7045556
28771,CO-1420-694,Bell Middle,Golden,06,Choice,-105.1412344,39.7038986
28772,CO-1420-4830,Kyffin Elementary,Golden,03,Choice,-105.1412344,39.7038986
28773,CO-1420-3025,Foothills Elementary,Green Mountain,01,Home School,-105.1441864,39.7036016
28774,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1434439,39.7035116
28775,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1434439,39.7035116
28776,CO-1420-33,McLain Community High School,Option,11,Choice,-105.1434709,39.7030436
28777,CO-1420-2300,Dunstan Middle,Green Mountain,06,Home School,-105.1431019,39.7028996
28778,CO-1420-3025,Foothills Elementary,Green Mountain,03,Home School,-105.1428499,39.7032056
28779,CO-1420-4942,Lakewood High,Lakewood,10,Choice,-105.1428499,39.7032056
28780,CO-1420-3628,Green Mountain High,Green Mountain,12,Home School,-105.1425709,39.7026836
28781,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1423234,39.7029896
28782,CO-1420-664,Bear Creek High,Bear Creek,11,Choice,-105.1423234,39.7029896
28783,CO-1420-3025,Foothills Elementary,Green Mountain,05,Home School,-105.1423234,39.7029896
28784,CO-1420-9342,Welchester Elementary,Golden,PK,Choice,-105.1427914,39.7022246
28785,CO-1420-9342,Welchester Elementary,Golden,03,Choice,-105.1427914,39.7022246
28786,CO-1420-3628,Green Mountain High,Green Mountain,12,Home School,-105.1427194,39.7021886
28787,CO-1420-4190,Hutchinson Elementary,Green Mountain,02,Choice,-105.1358119,39.7013606
28788,CO-1420-4190,Hutchinson Elementary,Green Mountain,KGF,Choice,-105.1358119,39.7013606
28789,CO-1420-3628,Green Mountain High,Green Mountain,12,Home School,-105.1360369,39.7021796
28790,CO-1420-3025,Foothills Elementary,Green Mountain,05,Home School,-105.1366849,39.7003976
28791,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1389394,39.7001726
28792,CO-1420-3025,Foothills Elementary,Green Mountain,KGF,Home School,-105.1389394,39.7001726
28793,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1392634,39.7023056
28794,CO-1420-2194,Devinny Elementary,Green Mountain,01,Choice,-105.1360369,39.7021796
28795,CO-1420-3025,Foothills Elementary,Green Mountain,05,Home School,-105.1360369,39.7021796
28796,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.1360369,39.7021796
28797,CO-1420-2194,Devinny Elementary,Green Mountain,02,Choice,-105.1360369,39.7021796
28798,CO-1420-3025,Foothills Elementary,Green Mountain,03,Home School,-105.1360369,39.7021796
28799,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1360369,39.7021796
